-0.000000, -0.000000 
-0.000000, 0.010043 
0.000821, 0.030132 
0.002212, 0.053896 
0.004006, 0.078019 
0.006090, 0.102094 
0.008385, 0.126127 
0.010842, 0.150127 
0.013431, 0.174099 
0.016136, 0.198046 
0.018945, 0.221965 
0.024721, 0.255928 
0.028965, 0.299939 
0.031946, 0.347670 
0.033960, 0.395930 
0.035160, 0.444271 
0.035569, 0.492638 
0.035135, 0.540997 
0.033700, 0.589208 
0.031540, 0.637321 
0.028805, 0.685388 
0.025598, 0.733434 
0.021967, 0.781461 
0.017907, 0.829463 
0.013373, 0.877268 
0.008913, 0.925082 
0.004500, 0.972879 
0.000108, 1.020685 
-0.004272, 1.068502 
-0.008634, 1.116327 
-0.012967, 1.164122 
-0.016779, 1.212045 
-0.020180, 1.259994 
-0.023264, 1.307973 
-0.026085, 1.355988 
-0.028653, 1.404028 
-0.030957, 1.452287 
-0.032278, 1.500465 
-0.032831, 1.548613 
-0.032785, 1.596771 
-0.032238, 1.644947 
-0.031221, 1.693128 
-0.029711, 1.741303 
-0.027615, 1.789696 
-0.024034, 1.837857 
-0.019242, 1.885871 
-0.013487, 1.933805 
-0.006884, 1.981671 
0.000565, 2.029447 
0.009012, 2.077305 
0.019151, 2.124605 
0.030873, 2.171489 
0.043765, 2.218069 
0.057655, 2.264392 
0.072486, 2.310445 
0.088395, 2.356448 
0.106104, 2.401500 
0.125417, 2.445827 
0.145896, 2.489618 
0.167329, 2.532969 
0.189601, 2.575895 
0.212677, 2.618371 
0.236652, 2.660635 
0.262318, 2.701618 
0.289346, 2.741668 
0.317356, 2.781050 
0.346148, 2.819894 
0.375601, 2.858223 
0.405651, 2.896023 
0.436065, 2.933229 
0.467089, 2.970048 
0.499461, 3.005855 
0.532625, 3.040876 
0.566395, 3.075340 
0.600637, 3.109351 
0.635263, 3.142934 
0.670122, 3.175998 
0.705269, 3.208693 
0.740720, 3.241058 
0.776483, 3.273101 
0.812272, 3.305137 
0.848086, 3.337175 
0.883890, 3.369163 
0.919717, 3.401118 
0.955578, 3.433035 
0.991463, 3.464923 
1.027361, 3.496794 
1.063263, 3.528658 
1.099161, 3.560534 
1.134464, 3.593104 
1.169152, 3.626481 
1.203426, 3.660317 
1.237386, 3.694508 
1.271051, 3.728988 
1.304330, 3.763633 
1.337326, 3.798494 
1.370067, 3.833595 
1.402644, 3.869079 
1.433334, 3.906697 
1.462155, 3.945656 
1.489579, 3.985657 
1.515834, 4.026492 
1.540965, 4.068021 
1.564929, 4.110176 
1.588021, 4.153055 
1.607074, 4.198024 
1.622975, 4.244062 
1.636402, 4.290933 
1.647675, 4.338458 
1.656828, 4.386478 
1.663779, 4.435681 
1.665104, 4.484942 
1.661849, 4.533929 
1.654782, 4.582556 
1.644198, 4.630705 
1.629628, 4.679158 
1.607279, 4.724133 
1.578748, 4.765253 
1.545048, 4.802363 
1.506581, 4.835023 
1.463675, 4.861595 
1.417453, 4.881214 
1.369284, 4.894660 
1.319841, 4.902141 
1.271382, 4.903388 
1.222730, 4.903741 
1.174110, 4.903210 
1.126570, 4.901678 
1.078830, 4.899062 
1.030326, 4.895409 
0.980864, 4.898639 
0.932322, 4.907816 
0.884827, 4.921914 
0.837185, 4.941159 
0.795179, 4.969679 
0.758963, 5.004663 
0.728340, 5.044342 
0.702707, 5.087191 
0.682110, 5.132561 
0.666662, 5.179967 
0.657292, 5.227452 
0.648983, 5.275260 
0.641582, 5.323229 
0.635101, 5.371214 
0.629567, 5.418680 
